sentence,emotion
i have taken a step into the light by simply writing what i feel i have simply sat before the blank page and allowed this vulnerability to speak to me,sad
i remember brother in law bill so wanting to help but feeling so helpless,sad
i think doug and i both feel like we missed summer this year after the home renovation project,sad
i still having thyroid symptoms and feeling lousy overweight and tired all the time,sad
i had been happy that naboo claimed something thus coming in contact with i had feelings this was planning to turn unpleasant,sad
i have experienced long viral illnesses in winters past and i understand the feeling of being hampered and needy,sad
i think christmas trees and things are beautiful but i cant get it out of my head about the people that feel so unloved so unworthy and so down trodden just because they dont have the money to go all out,sad
i cant help but feel as though i have had a somewhat perverse approach to it of late,sad
i hate feeling crappy a class post count link href http fatnotpregnant,sad
i can see that my nose was touching hers but i was not feeling that touch making the traces of the dream lay its ugly hand,sad
i feel that i have missed out a lot this year on things that i wish id have done but since certain events occurred i have begun to be more positive,sad
i thought i was destined to feel defeated and unworthy for the rest of my life,sad
i feel like ive been beaten,sad
i feel like a weepy mess and not having todd here to hold me in all of my emotion and heartache feels unbearable when i let myself feel that void,sad
i feel like it missed the point,sad
i feel pathetic though because i was begging him on the phone to just meet up with me for minutes so i could explain myself but he wasn t having any of it,sad
i hope watic did not feel disappointed at us malaysian fans,sad
i can feel my fingers aching every second i type becauuse of why,sad
i have experienced times in my life where if i thought about it enough it seemed like everything was going wrong or that everything was making me feel bad,sad
i feel that it s one of these unfortunate incidents that occur in the heat of battle and are best forgotten,sad
i can only hope hes in the same boat because id feel pretty shitty if he didnt think i was a good roommate,sad
im actually feeling somewhat jaded about whats on tv these days and wish the networks would release china beach and the rest of crossing jordan on dvd already,sad
i sometimes feel like im suffering from overload after a day of talking to hundreds of people,sad
i feel discouraged and i think marriage is ass,sad
i feel really low but i know this too shall pass,sad
day time robbery of our house,sad
i started to feel disturbed,sad
i do not feel groggy when i get up i feel like i need about hours this time of year,sad
im actually not feeling especially morose or anything and i wasnt yesterday either it just felt good to cry and have people notice and care and pat my head and hold my hand,sad
i feel a bit heartbroken right now,sad
i will but with that unconfortable feeling that something is missed and something is very wrong,sad
im trying to not feel anything but when im such an emotional person thats kinda difficult,sad
i began to feel numb legs but every single second of transition contractions,sad
i have to admit feeling a bit melancholy lately,sad
i got the uneasy feeling the issue started to become as ugly as the initial confrontation maybe more so,sad
i ask favors from without feeling embarrassed,sad
i might be downtrodden and feel foolish,sad
i have pneumonia so i have a lot of time to sit around but i feel pretty lousy so trying to figure out where i am on the blog front has made my head hurt even worse,sad
im past getting my feelings hurt when she returns anything i give her even when its something she specifically asked for,sad
i think i should feel shamed,sad
i suddenly feel really needy and like its his fault and i want to snap so why the hell did we fuck last night if youre so confused,sad
im still feeling pretty shitty about it,sad
i am feeling staggeringly low and depressed and useless,sad
i had the opportunity to do so without feeling slightly stupid because we had a halloween storytime,sad
i was feeling listless and lethargic it dawned on me how little right i have to feel that way,sad
i might need to shy away from giving the feeling of being unsuccessful,sad
i left that place sulking feeling disillusioned and wishing i was born a negro three times more than i already do,sad
i was feeling defeated and embarrassed because ive allowed so much weight to creep back over the past season,sad
im going to keep this short and simple because im really feeling quite lousy as i type this post,sad
i really was feeling terrible,sad
i feel so guilty and i know thats wrong but i cant help it,sad
i ask him how he feels about this or that i get a dull answer with no emotion or meaning behind it,sad
i walked back to the hotel with a feeling of melancholy as if i lost something beyond imagination while at the same time i gained something beyond normal cognition,sad
i hate pipi in the past for a short time only cause she dug missy s eyeball out but she is too guai and she does feel remorseful,sad
i feel like people who normally wouldnt even talk to me are also more inhibited around me when they hear the music i make,sad
i started feeling less like a rejected loser and more like a girl gone wild with opportunities for the next adventure at her fingertips,sad
i feel in my bones like nobody cares if im here nobody cares if im gone here i am again saying im feeling so lonely people either say its ok to be alone or just go home it kills me and i dont know why it doesnt mean i dont try i try and try but people just treat me like im a ghost,sad
i have a husband and four children in this house with me but i feel completely alone,sad
i feel ashamed having to queue at the food bank,sad
i bet you would feel dumb if greg s experiments on his friends with a demon camera that he already knows harms people hadn t rendered you unconscious,sad
i may feel hated,sad
i should start exposing and telling them what i really feel about em and not be a lame ass,sad
i am letting go of that which does not serve me by bringing my focus to my moment of now feeling my repressed feelings and surrendering these toxic energies to the universe,sad
i am feeling defeated without enough foot traffic it is so hard to get a diamond,sad
i found out the hard way that flu medicine and alcohol do not mix gt ended up feeling very groggy even though i wasnt high and then started to develop a headache not long after,sad
i was feeling a little depressed considering my sleep schedule was very much off track,sad
i love spending time with him though sometimes i feel like i should give him a break from me as if spending time with me is gutwrenchingly boring,sad
ive been feeling pretty useless by not contributing,sad
i feel disheartened right after,sad
i feel this is an unfortunate fact,sad
i feel terrible about how the whole experience was executed,sad
i always admit i put love in a very important position i just feel so useless to be a good person but just cannot win a girl hearts what for people keep praising me that i am good,sad
i feel empty right now but i have this weird feeling that i am floating and i cant feel my feet,sad
i would love to ask one of them to check the bus i left it on just in case it may be there but i have a feeling i would get a very unpleasant response,sad
im here to help stomp that social norm deep into the ground particularly midwestern people who feel like they are supposed to be boring,sad
i begin to feel unpleasant about anime fandom in general,sad
i intensely dislike poetry novels and i hate the feeling that i know something terrible will happen while the kids run around optimistically,sad
i feel so terrible miserable now,sad
i feel he has ignored recent continuity as established by j,sad
i feel a bit guilty after telling him that,sad
i cant take care of the girls and feel pretty useless,sad
i feel disturbed by the fact that a schoolgirls modesty has been outraged i want to read about the factors behind this outrageous act,sad
i could feel the catheter and it hurt,sad
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,sad
i exclaimed i know you do not intend it but you make me feel unwelcome,sad
i forgive myself that ive accepted and allowed myself to smoke to give myself permission to be somewhere for example when waiting a bus i would feel awkward to just stand there unless i had a smoke,sad
i cherish my empathetic ability for the perspective it gives me yet i feel burdened by a sense of duty to take on the problems of the world,sad
i often have very detailed and vivid dreams that play out like a long weird film often leaving me feeling quite exhausted when i wake up,sad
i feel messy oh so messy my head feels messy my feet feel messy,sad
i feel like im a dirty person now to everyone else even though know one knows i still feel just sick inside,sad
i dont know why very very very happy although i feel disillusioned with everything but i cant stop smiling weird,sad
i realize that at this point i feel sad for the direction my future is going financially,sad
i know she will keep me sane and make me smile when i m feeling homesick,sad
i was feeling pretty low about my job hunt,sad
i feel i have been beaten down,sad
i went back to it because i was feeling so intensely crappy,sad
i have even learnt to allow myself to cry when i feel hurt,sad
im still feeling pretty rotten,sad
i went back to my bunk and i sat there feeling really really disappointed,sad
i certainly wouldnt have after feeling that crappy so im proud of him,sad
i feel at the moment disillusioned and bored with the over processed popularity contest that flickr seems to have turned into,sad
i mean i know movies are entertainment and entertainment are investment for a great time and slight of happiness but im not happy if i feel useless,sad
i have completely changed my to the core feelings about food and have beaten my sugar addiction,sad
i can t help feeling useless as i am unable to help around much here,sad
i always feel unwelcome,sad
i feel sorry for my child that i am so distant its not fair to her but i dont really care about myself because there is no hope for me even with all the consuling and drugs,sad
i feel mournful i just automatically act that way when i m around ppl simply because i don t feel mournful around ppl,sad
i feel devastated for the grandparents and family that have lost so very very much,sad
i feel like im doomed to fail before i even try,sad
i realized niggling the back of my mind i was feeling rejected because the last two times we spoke i had initiated it,sad
im feeling so god damn lame saying this its probably because im high off of the fresh snow but im so happy that jigsaw ended up watching sweeney todd,sad
i honestly feel exhausted after reading this,sad
i couldnt help but feel dirty,sad
i feel horrible whenever i stop to take a break because i m in europe,sad
i got to have a little bit of a treat without making myself feel crappy and bonus jaymz and daniel were able to share in the joy of having an ice cream treat that night too without any one of us totally overloading on sugar,sad
i started to feel that she was being rejected,sad
i could do for myself right now even if it means feeling a bit foolish because i told so many people i was doing it,sad
i sometimes feel so alone in this,sad
i guess i opened a door that maybe i shouldn t have opened or maybe i feel shitty because i needed to open it and see what was in there,sad
i feel ungrateful for thinking that all these wonderful things in my life are worth squat,sad
i feel rejected i always go back to if i were only beautiful then i d have it all,sad
i had to keep running had to keep trying even though i was feeling beaten and battered by staying on that wheel,sad
im feeling homesick for somewhere and ive got the wanderlust,sad
i had to take her home so she was really upset because shes sick and tired of all the crap we get and feeling so hated,sad
i think im feeling sentimental because of fall,sad
i can already feel how incredibly unimportant i am in your life,sad
i feel but with the two performances anchoring the film little of amour seemed potently tragic to me,sad
when one is alone and knows that all the others are celebrating,sad
i am very sensitive and my feelings get hurt easily and unfortunately it is usually my husband who hurts me the most,sad
i have been feeling more than dismayed some days im not sure of the accurate word to describe it other than how its stated in the above verse,sad
i feel resigned to spinsterhood,sad
i will admit to feeling a bit lost and defeated,sad
i realise that there could be plenty worse things happening but on the other hand i feel like its just taking over and that im not getting any results that im doomed to have this assignment in the back of my mind for all eternity,sad
i was a bit ashamed of myself for feeling so sorrowful but was grateful the feelings were now diminished,sad
i feel sad to say i was a little disappointed by what i found inside,sad
i feel beaten and it is only the truth that hurts,sad
i noticed that i was feeling very stressed and anxious and i just couldnt quite put my finger on why,sad
i was on the av team i would feel really ashamed,sad
i should be completely used to this but since i am starting no contact over again i feel defeated,sad
i love music that makes me feel devastated,sad
i just feel like a dumb dumb haha,sad
i feel alone even though i am surrounded by my friends,sad
i dont know now i feel like im getting punished for something and i dont know what,sad
ill use my friends and people who know me to do as i tell them to make that person feel so unwelcome that they go away,sad
i wanted to shine the light of reason on this episode which kept getting clouded in a fog of self righteousness and a feeling of having been victimized,sad
ive been feeling depressed as of late,sad
i walked about miles intended to walk further but sleeping and then feeling groggy got in the way this morning went on the versaclimber and did pretty well for a pre breakfast workout but then the carbs starting kicking my ass as i desperately looked for some energy to get through till lunchtime,sad
i feel so pathetic because i must be the only one between the both of us who still want everything back the way it was before or the only one who needs the other lol,sad
i feel terrible and the juice on top of all that makes me feel so sick,sad
i feel completely exhausted at the end of the week but that is probably more to do with starting the week on an energy deficit based on poor decisions,sad
i feel damaged for having not been touched in so long,sad
i hope that you now that you are no longer away at college will always feel a little homesick,sad
i feel so dirty and gross once i know about this,sad
i feel worthless am i only worth crap,sad
i want to learn how to graciously back down from an argument and not feel like i m defective in some way,sad
i was still carrying those festive pounds and feeling rather lethargic bloated and dare i say it pretty unattractive,sad
i feel like my house has still been messy and cluttered from when i was sick,sad
i ditched my friends this morning on our long run due to heavy legs and a fear of getting out there and feeling miserable and slow,sad
i feel hated by everybody,sad
i needed him and it killed me inside to feel so useless,sad
i feel anger at being laughed at by a moronic politician who simply doesn t get it he doesn t understand what it is the americans demand of him as the chimp,sad
i don t like when my friends feel pitty for me and i feel like i am burdening them with these stupid little issues,sad
i also want to say that even though i m leaving i don t feel like coming here was in vain,sad
i just feel he was another dumb character that deserved to get killed,sad
i need to feel numbed and pained by something other than this,sad
i feel like i try to look at it like it would be ungrateful of me to feel like it was unfair or like i deserved ya know,sad
i was in school i remember feeling very heartbroken that i was alone in my love of fantasy,sad
i feel pretty crappy,sad
i cant help feeling regretful,sad
i dont have an artistic bone in my body and i feel woefully inadequate in trying to present the seed of truth in a husk that they can understand,sad
i have prayed that the lord will break my heart for what breaks his and i feel heartbroken over many things that i see daily around me,sad
i usually try to keep this blog from becoming politicized but this is an anniversary that i feel cannot and must not be ignored,sad
im feeling exhausted of all the homework,sad
i feel like im helping people that are going through a tragic time in their lives,sad
i was feeling like porridge and everything just seemed dull hence the post,sad
i needa be cocky and think im all that again otherwise i will feel shitty the whole day i need make sure i no im only doing this to counter my downing,sad
i always try not to be because i hate the way it makes me feel when im being pathetic and i usually have no control over my response no matter how much i try to give myself a good talking to,sad
i feel like they are after thoughts and unimportant things just polite bits of communication to remind me he s still there and i still don t have him,sad
i feel everyday is miserable,sad
i spent a week feeling needy and desperate and now once the issue at hand is far larger than a little bit of heartbreak the only trouble i have is deciding whither or not to tell him,sad
im feeling troubled and low lifting my spirits out of the dirt,sad
i want to make this shift in such a way that the kids don t notice too much or feel deprived and yet know enough to graciously turn down food that s not included in this adventure,sad
i was feeling very discouraged yesterday but now that i have some perspective and a plan i feel more hopeful,sad
im trying not to sound like a raging fangirl but i have huge feeling im extremely unsuccessful,sad
i just feel very disturbed,sad
i am just as guilty as the next development worker at dropping acronyms acting shocked when people havent heard of the latest genocide brewing in kazwhatistan and going on holidays to the first world feeling jaded and unable to fit back into the society that raised me,sad
i know youre feeling anguished and desperate and even despairing,sad
i remember most of all from those very chaotic confusing and frightening days is the sense of always feeling like i had a finger slammed in my face blaming idiotic me for the state of our country and world,sad
i cant forget what they did to me but i can forgive them and try to see it as their problem because in fact they should have to feel ashamed not me,sad
i feeling melancholy because i am listening to simon amp garfunkel or am i listening to s amp g because i m feeling melancholy,sad
i would like to console myself thinking that these bashers just feel too helpless and frustrated that if only our leaders did not betray us we could have done something about the pitiful plight of our fellowmen,sad
i like to think so because a lot of things i encounter make me feel dumb,sad
i absolutely adore them and feel sad that such a significant event happens without pomp or ceremony and doesnt even make the news,sad
i feel so lame d,sad
im feeling a little disheartened because for the past few days i have witnessed some activities that are just completely mind boggling,sad
i can choose to be grateful even when my emotions and feelings are still steeped in hurt and resentment,sad
i do my weekend runs with him so it makes sense i am feeling a little isolated and lonely,sad
i will admit that the start of the season saw me feeling rather discouraged,sad
i was bored and feeling unhappy when i wrote it but in retrospect it was at the very end of my bored period and the last week or so of farm life i was very happy,sad
i feel assaulted by this shit storm of confusion anger and hurt feelings that tsunami d us both away from each other,sad
im reminded that when im feeling discouraged being in service to someone else can lift me up,sad
i look back and see these films i feel that i ve learnt a lot from my unsuccessful films,sad
i feel sort of disappointed about it even though i probably really really enjoyed it this was the case for for example why be happy when you could be normal and its stupid and it sucks,sad
i feel helpless and not in control a place where the universe is not friendly where god doesn t love me and where i must have bad luck,sad
im happy to report im still not feeling terribly stressed,sad
i feel that a stupid manicure really isnt important in the grand scheme of things if you really think about it,sad
ive been feeling exhausted until today and that was my second day of too broken to move,sad
i feel strongly in thinking that what i do and say is not in vain,sad
i know and i am eternally torned about it because i feel helpless and useless,sad
i am afraid its a difficult question and as a malay i feel embarrassed that i am unable to say a definite yes,sad
i was very sad when i had to leave persons with whom i had a very intense relationship i also had to leave the environment which was part of this,sad
i feel really lethargic headaches opposite of constipated faint sick sometimes and yesterday i was drinking my normal amount of water and i started getting really sharp pains in my stomach,sad
i feel wholly inadequate,sad
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life,sad
i feel foolish for pinning over edward so steadfastly when it is easy to conclude that he may be actually enjoying his new circumstances,sad
i wasn t made to feel foolish or neurotic,sad
i started this week feeling pretty exhausted,sad
i will be happy to go with her and talk about how i feel and how unhappy it makes me to hide myself and my stuff and well see where this detour leads,sad
i was feeling a little bit embarrassed about one of,sad
i feel like i need to do damage to myself to be punished as i deserve,sad
i cried whenever i was on my own for the first three days i spent there forever feeling a dull ache and the pull of back home,sad
i did not feel i could continue in this vain,sad
i didnt feel devastated if i had i wouldnt have been able to keep on trying i just felt disappointed and even more grateful for the children i already had,sad
i feel groggy and i hate waking up getting out of bed and getting going,sad
im feeling sentimental all of a sudden like wow its been soo long since we know each other that jo is like a part of my life that i can never imagine without already,sad
i have to remind myself the good i have around me to avoid feeling sorry for myself,sad
i called my mommy from the restaurant and asked her to meet me at home as soon as she could because i was feeling lousy,sad
ive finally stopped feeling sorry for myself about canceling my vacation with my family a,sad
i am feeling the need to share it now to relieve some of the emotional stress this situation is causing me,sad
finding out that my best friend could not go to university,sad
im feeling a little sentimental today so this prompt at a href http withrealtoads,sad
im feeling all morose and unfunny,sad
i miss my family more than words can say and sometimes i feel lonely without my friends but this experience is going to shape our future,sad
i have no response for him which makes me feel horrible,sad
i am guilty every now and then of feeling discontent based on what i see on my facebook newsfeed,sad
i too feel more weepy now than i ever have been and well up at the silliest things,sad
im not feeling one bit guilty about it,sad
im the only woman on my team and our team outings are always golf outings and i dont golf i might feel ignored and insignificant on my team,sad
i feel sad that the person who reviewed my book clearly didnt bother to take the time to actually read it,sad
ive been home that for the first time on my life im honestly feeling homesick but i guess thats what happens when youve been away for so so long that friends start calling you dramatically everyday,sad
i miss them all so much but i can feel their support and prayers everyday jesus without him id be a hopeless human,sad
i wonder how those people feel when they are prejudiced against,sad
i believe getting credit for doing a good deed cancels out the original point however i try to be as selfless as possible but the problem when you do that is that you begin to feel unappriciated and useless as you get nothing back for what you do,sad
i was feeling overly sentimental but i thought it was beautiful,sad
i feel ungrateful to have found such beautiful love like i dont deserve this amazing beautiful graceful love,sad
i know im his first for many but i need to feel the love not like im feeling abused,sad
i like being alone but i hate feeling alone,sad
i don t come with a guilt button so it s no good saying you shouldn t feel guilty,sad
i feel dirty talking about it even now like some sort of horrible gawker i feel terrible every time i bring mike flanagan up and afterwards i feel even worse,sad
i feel disturbed still i feel something is wrong but i have no idea did i have a dream,sad
im starting to feel shamed about that,sad
i get to feel like an over burdened diseased rodent who is running across everyone in my life and hoping i don t accidentally shit,sad
i thought my year old was napping i watched out my window feeling a bit dismayed over my neighbors setting up what i felt was an extremely tacky display,sad
i take him at his word and why do i let those feelings of discontent creep in,sad
i dont love her more than i love joel but i am actually able to have these motherly feelings that i had missed,sad
i am feeling lonely very lonely,sad
i wanted this shape which symbolized a slim waistline it was easier to make positive decisions without feeling discouraged,sad
i dont know why i have these strong feeling of being ignored,sad
i feel inadequate in knowing god s will for my life i need to redirect myself to psalm teach me your way o lord and i will walk in your truth give me an undivided heart,sad
i would gently comfort her in my arms as she would do the same for me she was bullied and i was hated i was born motherless her mother left her feeling worthless my father abandons me in the care of criminals her father cut her mute trying to save her from choking,sad
i only ever write in this when im feeling melancholy or love lorn,sad
i hate the feeling of being ignored even though i am probably not being ignored i very often feel like i am,sad
i feel very melancholy and a little bitter about how everything went,sad
i feel there are no fake smiles only passion witch couldnt be any more real,sad
i just feel so much aching,sad
i feel they really missed their mark,sad
i was feeling a little antsy loss needy and trying to figure out why that was the case,sad
i am trying to relax and refresh myself but with every word written about the okawa elementary school in ishinomaki then my feeling of morose returns,sad
i was still feeling troubled,sad
i never thought id find a home that resonated as easily as pias did in alabama but this house had almost all of the characteristics i fell in love with there and none of the awkwardness of feeling like i was being repressed into a new mold,sad
i feel shame in being needy,sad
i am feeling really lethargic right now,sad
i run it through my head and it seems so easy to process but then when someone says tell me how you feel thats when i go blank and no words come out,sad
i feel ungrateful in criticizing such well meaning suggestions but i m afraid that in the aftermath of the iraq war aggressive military measures would be counterproductive,sad
i thought a hurricane tornado combo was going to hit us and spin this town out into the ether ive been feeling a little gloomy,sad
i feel really disappointed then that i walked out of the cinema feeling tired and underwhelmed,sad
i wish i didn t feel so isolated and it is devastating when the physical pain completely consumes me,sad
i also feel somehow gloomy because this might be my first step into another life,sad
i am hard wired to gorge on carbs when im lonesome or feeling unloved or anxious,sad
i feel like i get to hold hands with so many people in this world who are learning to hold the beauty and the suffering and to see the goodness even when it hurts the most,sad
i feel guilty again,sad
i feel like my life is doomed to mediocrity,sad
i feel like i am prejudiced myself,sad
i knew she would be sad upset filled with avoidance and weighed down by tragedy but she doesnt feel fake,sad
i want to feel miserable i just have to log on to amazon and re read my bad reviews,sad
im just feeling morose,sad
ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sad
i give myself a short fuse at times and completly lose it it fits of rage and when i come to observe the damages and ponder what is wrong with me i cant do anything but feel empty drained of motivation enthusiasm happiness and life will it always be like this should i just leave now,sad
i feel a little lost without flora a comin and a goin,sad
i feel awful when i stay home both for missing out on the exercise and practice and for flaking out on the team,sad
i would feel very awkward if i were to attend the event when the rakyat has been excluded lim left told malaysiakini when contacted,sad
i feel like i am being punished for something and i have no idea what i did wrong,sad
i feel jaded by romel calip,sad
i feel like recently i am being punished for whatever wrong i may have done,sad
i don t want to have anything to do with men who use me to satisfy their desires objectify me abuse me or generally make me feel dirty,sad
ive got about and i kindly ask you to not hurt their feelings by even mentioning the phrase embarrassed to be seen carrying around them,sad
im starting to feel really dumb,sad
i guess sometimes youll feel stressed by it no matter who you are,sad
i spoke to my husband about it i described it as feeling like i am so empty that i have nothing at all left to give,sad
i feel something unpleasant when i can t stop to pee for miles because even though jim crow is over no one in my car wants to risk a fight jail death because i forgot to tinkle in the last place we saw brown people walking around,sad
i was crying not feeling gods presence anymore bitterly wept for thinking of having been rejected by god,sad
i feel myself so idiotic so brainless that i always let my heart think for me,sad
i feel jaded my cynicism and disappointment and eventual hatred that the world has lost its magic,sad
i was feeling troubled over the whole line of thought i had opened upon receiving those two phone calls,sad
i feel it would be awkward to try to get to know her again,sad
im sure you all understand how i feel i am in no way ungrateful i just very much need us to have a place of our own,sad
i feel helpless and weary,sad
i feel a little beaten down this summer,sad
i was feeling depressed and anxious,sad
i do it because im depressed and i feel i need to be punished,sad
i informed her feeling blank and nonchalant you wont like what you see,sad
i want to be able to have fun singing instead of feeling burdened,sad
i woke up this morning feeling a little groggy but very grounded which prompts me to ask what is it i feel normally upon waking,sad
im obviously feeling repressed,sad
i feel like i might be keeping secrets from myself which is awful,sad
i feel a little lame choosing my two favorites from places ive already been but they really and truly were my my best bites of the night,sad
im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,sad
i still feel awkward in most social situations i still find it difficult to make and maintain friendships and i have to fight hard against the urge to stay cooped up at home and never go anywhere other than the grocery store,sad
i think in talking about it in certain ways some students have walked away feeling stupid for having ever thought it and that s not my intention,sad
i am in bed by each night and feel groggy in the afternoon but it is fine it is telling me something is growing,sad
i feel vain and selfish for suggesting it,sad
i feel like i missed out on the time i could have enjoyed before school started,sad
i feel something in my leg that is overcoming the dull pain i feel constantly,sad
i went to bed feeling very very sorry for myself,sad
i began to feel unimportant insignificant,sad
i find a good supportive ed site it gets shut down and i feel lost,sad
i still feel quite disappointed by some reactions,sad
im sick grumpy and feeling sorry for myself,sad
i actually feel a little twitchy about letting anyone else use it because itll make it messy again,sad
i lay there no longer in pain but feeling defeated,sad
i have to be with that person though and i can feel sad betrayed and a lot of other things,sad
i remember at first feeling disheartened and not wanting to practice,sad
i am suddenly feeling discontent,sad
i say thank you and he says thank you for coming here in a tone that feels like thank you for gracing my stall with your presence and continues with a pained and dramatic lovelorn look,sad
i comfort myself on the fact that if i really begin to feel inadequate i would be able to go to most university courses with my fast approaching certificate four and continue my education,sad
im laying in bed feeling gloomy and listening to miles davis kind of blue album,sad
i still feel disappointed that i walked some of it,sad
im tired of feeling victimized of holding to my secret prize of knowing if i share it it would fade like fog in light,sad
i spend feeling melancholy has little to do with the amount of time anyone else spends,sad
i think if lucy was around things wouldnt feel so messy,sad
i miss having someone to turn to especially this time of year when its really tough at work and with my grandma in the nursing home im feeling drained,sad
i got home home i was feeling properly dodge and after a few hours of unpleasant burp action i got into bed and remained there for the next hours,sad
im not sure if john would say this but i feel like ive been more emotional too at least over the weekend,sad
i will not be deterred from the outside i will take my children with me and i will not be made to feel crappy about it and if you dont like it you can stay home,sad
i really feel pained when we send the wrong signals out,sad
i feel so needy for other s attention,sad
i should feel devastated with grief,sad
i feel lame and pathetic and whiny about my totally not bad at all life im going to write about it,sad
i feel so bad for that family of that child,sad
i started to feel a bit disheartened by that point and decided to call my wonderful friend heidi who agreed to be my doula if i needed her,sad
i feel more inhibited at my sewing machine than i did as a teenager without a sewing machine or any idea of how to construct clothes but back then i reconstructed countless shirts made belts fashioned skirts out of yarn,sad
i would feel too embarrassed,sad
i feel burdened because i still have work to do,sad
i am listening i feel rotten,sad
i had no idea whatsoever about my underwear and that he made me feel kinda crappy about myself,sad
i still feel that its not the be all and end all of life for me but i dont feel so disillusioned as i did last year at this time and im certainly not going to quit school again just now,sad
i often feeling gloomy and lonely kode nihhhhhhhhhh lo yang disana mesti bacaaaa mesti peka,sad
i brought my feelings of uncertainty to my practicum class and i was reminded by my professor that yes as an educator sometimes you need to fake it til you make it,sad
i guess this year with kid off to college and just more chiilun at home to be raised has got me feeling all sentimental about my family,sad
i feel they are guessing low,sad
i feel miserable not the usual im in tapering hell miserable but the coughing hacking i can barely breathe miserable,sad
i feel really awkward about being all ow ow jacob take off your shirt for unnecessary reasons when i remember that hes like in this movie,sad
i feel my phone vibrate only to see missed calls from my cousin in the village the noise of the party didn t allow me notice it had been ringing all the while,sad
i am feeling so dull and boring and dont know why,sad
i feel i abused you,sad
i feel like i missed ontd being a mess again,sad
i was in line and made me feel unwelcome to partake,sad
i feel useless to everyone i feel like a mess up,sad
im still feeling like ive watched all of those unfortunate charlie sheen interviews,sad
i even started talking to him was because i feel sorry for him,sad
i must admit that tonight i am feeling a bit homesick for my little,sad
the loss of a close relative who was ill with cancer,sad
im feeling so depressed i cant built up my self confident,sad
i feel regretful but in another way im not,sad
i feel like it physically pained me today to realize that if i stick to this path i may never get off it and make a movie,sad
i didn t have to contend with well wisher s that judged my state of being i don t know if i made anyone uncomfortable and i in turn didn t feel i had burdened anyone,sad
i feel very unloved by us customs,sad
i forgot it was coming so its given me a few more down days because i am feeling lonely,sad
i can take the higher moral ground control i can preach control i can kick the shit out of them or threaten to do so control i can feel hurt but say nothing control or i can ask for help i can accept that at times i feel weak vulnerable scared twisted dark,sad
i use to stuff but that was for a day to see how it feels and i hated it,sad
i feel slightly lost and have a lot of stuff on the inside to get out,sad
i feel like they re always dirty,sad
i feel so very anguished,sad
i felt unwell and noticed the taste had gone in my mouth and face was feeling numb,sad
i was thinking of your feelings i didnt want to hurt you so i lied,sad
i can feel that it is aching inside,sad
i feel depressed on my birthday its all of these birthday wishes from people who never even talk to me,sad
i feel that her observation with men having to learn to expect to be rejected by women is something that i think is kinda of correct,sad
i feel our preference for and privilege of the tragic and dramatic is a kind of sin at,sad
i feel a spark i dont fuck with fake bitches except for when i fuck with fake bitches canon d to take pictures of these girls who wouldnt talk to me a year ago er chick askin for money she get zero though here i go again talkin money women and clothes and cars right,sad
i may come home feeling extremely exhausted and still have to rush for assignments but i feel content,sad
ill be honest the creative part of me almost misses the feeling of being depressed and the way words seemed to mean so much more,sad
i remembered how people emailed messaged me five years ago saying that my blog posts helped them feel less isolated and a little more normal or understood,sad
i meet now i was getting severe heart arrhythmias at night missing heartbeats strong and weak heartbeats and double heartbeats sleeping restlessly and also feeling groggy and disorientated on rising in the morning,sad
i got the feeling that he had repressed pedophillic urges,sad
i hate being in my room given what has happened over the last few months i feel that it will prevent any bad things from happening it is a small price to pay i guess,sad
i started feeling rotten and took myself off to the hospital,sad
i stayed home from school for the day i was having a me day i was feeling a bit groggy and not the best so i stayed home and had a relaxing day making,sad
i feel kind of ungrateful but the food truly was unpleasant,sad
i vaguely explained to him about my card feeling like a dumbass making a lame first impression,sad
i feel dismayed that i need that type of reassurance,sad
i was still feeling utterly miserable john took off work to do the carpooling for the day,sad
i have a feeling that tomorrow i will be aching other than that there is very little to say today so will sign off and provide you all with a big pdate tomorrow,sad
i didn t of course because if it didn t feel awkward before it sure as hell would have then,sad
i guess im feeling a little sentimental tonight,sad
im feeling so gloomy now although the damages is a mere buckaroos only,sad
i feel hopeless and i hate that,sad
i feel a very inadequate little duckling next to them but they make me want to be a better blogger,sad
i hate injustice and i feel as though a lot of people are being hurt moreau said,sad
i can feel spuds aching like his brother before him like me to just get in the car and go,sad
im feeling pretty drained after yesterdays workout i am a little sleep deprived too at the moment i keep getting woken up during the night,sad
i would stay up until midnight or one sometimes two if i was feeling especially idiotic pretending to do coursework and procrastinating instead and then waking up at five to do the coursework that i didnt do,sad
i feel like suffering today or not,sad
i feel a little embarrassed to be admitting this to all my friends family and acquainta,sad
i stay positive when i feel like i m being punished,sad
i struggle with is that i feel so needy sometimes,sad
i feel melancholy and nostalgic pagetitle musings of a crazy person,sad
i believe that no matter how we react the ultimate feeling that is felt is either unloved for a woman or disrespected for a man,sad
i was looking in the mirror and feeling rather gloomy about my appearance,sad
i feel someone that i love is being hated by another person that i love too,sad
i feel so neglectful of my journal its been days,sad
i never asked to be born and it feels like im being punished for it,sad
